    0.4500000000000000E+04    0.1000000000000000E+06    0.6478758552678465E-01    0.2424046978158884E-01    0.9048876616289327E+07    0.1108175153698313E+05    0.1382971022283037E+04
    0.3500000000000000E+04    0.1000000000000000E+06    0.9136120379674553E-01    0.2658683136568066E-01    0.5862569174567557E+07    0.1026953838306214E+05    0.1131026399040546E+04
    0.2500000000000000E+04    0.1000000000000000E+06    0.1383229745292957E+00    0.2875219806484773E-01    0.3019409035292074E+07    0.9337903799336349E+04    0.9414299782372185E+03
    0.1500000000000000E+04    0.1000000000000000E+06    0.2313249225934647E+00    0.2885030493759757E-01    0.1645891298787354E+07    0.8644477903057497E+04    0.7511596701266941E+03
    0.5000000000000000E+03    0.1000000000000000E+06    0.6939754668570368E+00    0.2885033400000049E-01    0.5066882935978613E+06    0.7412898849971359E+04    0.4469196122017879E+03
    0.4500000000000000E+04    0.1050000000000000E+06    0.6807267369727454E-01    0.2425675751499891E-01    0.9034900393108634E+07    0.1106191622292693E+05    0.1382502061166110E+04
    0.3500000000000000E+04    0.1050000000000000E+06    0.9606545543236145E-01    0.2662457687577726E-01    0.5836268372529233E+07    0.1024677653284214E+05    0.1130295142824431E+04
    0.2500000000000000E+04    0.1050000000000000E+06    0.1452509520833271E+00    0.2875453975340551E-01    0.3017975094108775E+07    0.9323221743863087E+04    0.9416465204853740E+03
    0.1500000000000000E+04    0.1050000000000000E+06    0.2428911746198148E+00    0.2885030563799737E-01    0.1645890872437846E+07    0.8630416541724862E+04    0.7511601226675479E+03
    0.5000000000000000E+03    0.1050000000000000E+06    0.7286742401998887E+00    0.2885033400000048E-01    0.5066882935978613E+06    0.7398837786864793E+04    0.4469196122017916E+03
    0.4500000000000000E+04    0.1100000000000000E+06    0.7136083617219410E-01    0.2427261023649825E-01    0.9021377430913962E+07    0.1104297060223572E+05    0.1382023499366476E+04
    0.3500000000000000E+04    0.1100000000000000E+06    0.1007750684397550E+00    0.2666030934086643E-01    0.5811432841219476E+07    0.1022516281876551E+05    0.1129611086198858E+04
    0.2500000000000000E+04    0.1100000000000000E+06    0.1521792068351764E+00    0.2875672094219361E-01    0.3016639643003283E+07    0.9309236592903755E+04    0.9418504359531689E+03
    0.1500000000000000E+04    0.1100000000000000E+06    0.2544574267816241E+00    0.2885030629008278E-01    0.1645890475498429E+07    0.8617009445571686E+04    0.7511605439966594E+03
    0.5000000000000000E+03    0.1100000000000000E+06    0.7633730135427406E+00    0.2885033400000048E-01    0.5066882935978613E+06    0.7385430968365696E+04    0.4469196122017927E+03
    0.4500000000000000E+04    0.1150000000000000E+06    0.7465199798521399E-01    0.2428806029644276E-01    0.9008269338978918E+07    0.1102483570088427E+05    0.1381537757667193E+04
    0.3500000000000000E+04    0.1150000000000000E+06    0.1054897148454198E+00    0.2669420833822837E-01    0.5787927799238268E+07    0.1020459280377066E+05    0.1128969516135007E+04
    0.2500000000000000E+04    0.1150000000000000E+06    0.1591077200868784E+00    0.2875875918630283E-01    0.3015391891812092E+07    0.9295885487018357E+04    0.9420429448841329E+03
    0.1500000000000000E+04    0.1150000000000000E+06    0.2660236790697547E+00    0.2885030689916468E-01    0.1645890104736262E+07    0.8604198427147061E+04    0.7511609375445347E+03
    0.5000000000000000E+03    0.1150000000000000E+06    0.7980717868855923E+00    0.2885033400000048E-01    0.5066882935978613E+06    0.7372620209284498E+04    0.4469196122017905E+03
    0.4500000000000000E+04    0.1200000000000000E+06    0.7794608867072751E-01    0.2430313605676139E-01    0.8995542840633357E+07    0.1100744269898859E+05    0.1381046851838477E+04
    0.3500000000000000E+04    0.1200000000000000E+06    0.1102090988534807E+00    0.2672643131888383E-01    0.5765635463148334E+07    0.1018497542034400E+05    0.1128366356802782E+04
    0.2500000000000000E+04    0.1200000000000000E+06    0.1660364751525457E+00    0.2876066946350555E-01    0.3014222636647431E+07    0.9283113686709508E+04    0.9422251057521543E+03
    0.1500000000000000E+04    0.1200000000000000E+06    0.2775899314760518E+00    0.2885030746977096E-01    0.1645889757395096E+07    0.8591932732033807E+04    0.7511613062358909E+03
    0.5000000000000000E+03    0.1200000000000000E+06    0.8327705602284443E+00    0.2885033400000048E-01    0.5066882935978613E+06    0.7360354757131975E+04    0.4469196122017921E+03
    0.4500000000000000E+04    0.1250000000000000E+06    0.8124304179092029E-01    0.2431786254708296E-01    0.8983168889052812E+07    0.1099073125871047E+05    0.1380552465406160E+04
    0.3500000000000000E+04    0.1250000000000000E+06    0.1149329525873745E+00    0.2675711704148230E-01    0.5744452360343050E+07    0.1016623080096750E+05    0.1127798061950855E+04
    0.2500000000000000E+04    0.1250000000000000E+06    0.1729654570676897E+00    0.2876246464138240E-01    0.3013123972058471E+07    0.9270873233283324E+04    0.9423978421246736E+03
    0.1500000000000000E+04    0.1250000000000000E+06    0.2891561839932024E+00    0.2885030800578905E-01    0.1645889431108580E+07    0.8580167824364491E+04    0.7511616525818370E+03
    0.5000000000000000E+03    0.1250000000000000E+06    0.8674693335712961E+00    0.2885033400000048E-01    0.5066882935978613E+06    0.7348590077695932E+04    0.4469196122017951E+03
    0.4500000000000000E+04    0.1300000000000000E+06    0.8454279453263056E-01    0.2433226198953544E-01    0.8971121966292204E+07    0.1097464818280737E+05    0.1380056007730544E+04
    0.3500000000000000E+04    0.1300000000000000E+06    0.1196610325304642E+00    0.2678638837021244E-01    0.5724287147122011E+07    0.1014828852963738E+05    0.1127261528875006E+04
    0.2500000000000000E+04    0.1300000000000000E+06    0.1798946523504039E+00    0.2876415584494286E-01    0.3012089064569978E+07    0.9259121874632776E+04    0.9425619642275014E+03
    0.1500000000000000E+04    0.1300000000000000E+06    0.3007224366146176E+00    0.2885030851057777E-01    0.1645889123832103E+07    0.8568864410676850E+04    0.7511619787520507E+03
    0.5000000000000000E+03    0.1300000000000000E+06    0.9021681069141481E+00    0.2885033400000049E-01    0.5066882935978613E+06    0.7337286878944278E+04    0.4469196122017962E+03
    0.4500000000000000E+04    0.1350000000000000E+06    0.8784528736110354E-01    0.2434635422269140E-01    0.8959379521930881E+07    0.1095914632836162E+05    0.1379558660721653E+04
    0.3500000000000000E+04    0.1350000000000000E+06    0.1243931165301739E+00    0.2681435457242785E-01    0.5705058822831201E+07    0.1013108622026567E+05    0.1126754029003862E+04
    0.2500000000000000E+04    0.1350000000000000E+06    0.1868240488035285E+00    0.2876575274886242E-01    0.3011111972705345E+07    0.9247822195477916E+04    0.9427181864102319E+03
    0.1500000000000000E+04    0.1350000000000000E+06    0.3122886893343366E+00    0.2885030898705640E-01    0.1645888833788646E+07    0.8557987648093744E+04    0.7511622866323625E+03
    0.5000000000000000E+03    0.1350000000000000E+06    0.9368668802569997E+00    0.2885033400000048E-01    0.5066882935978613E+06    0.7326410319242891E+04    0.4469196122017914E+03
