x positions (m)	Enthalpy values (J/kg)	Velocity values (m/s)	Density values (kg/m^3)	Pressure (Pa)	Temperature (K)	Mach number values
-0.00205	6476359.450859116	1208.4587510576953	2.302502370120408	2939347.8189050835	4165.332594743091	0.9730934673849337
-0.0019	6469282.882910403	1214.3004936610012	2.2921136348182944	2923379.915992929	4162.026830051856	0.9782611630930913
-0.00175	6462206.31496169	1220.1142671089362	2.2817572905129	2907478.5985034793	4158.720957427654	0.983411690773502
-0.0016	6455129.747012977	1225.9004693286502	2.271433715490186	2891644.491684181	4155.415001131096	0.9885452005267031
-0.00145	6448053.179064264	1231.6594889000899	2.2611425496278708	2875877.233868239	4152.108995990482	0.9936620617609416
-0.00145	6440976.611115551	1237.3917053605364	2.25088361453586	2860176.2889306876	4148.80290042229	0.9987626795836626
-0.0013	6433900.043166837	1243.0974894964934	2.2406570514110884	2844541.6134219565	4145.496902703205	1.0038470388828051
-0.0013	6426823.475218124	1248.7772036235729	2.2304628318726345	2828973.1505328463	4142.190904566833	1.0089156496163665
-0.00115	6419746.907269411	1254.4312018549826	2.2203008796383217	2813470.92736357	4138.88500465628	1.013968763505009
-0.001	6412670.339320698	1260.0598303591628	2.210170756678556	2798034.1274954067	4135.579153506022	1.0190065746967143
-0.00085	6405593.771371984	1265.6634276071147	2.2000729295589454	2782662.4668798093	4132.273488469293	1.0240293741469195
-0.0007	6398517.203423271	1271.242324609913	2.1900069091301027	2767356.3933519074	4128.967916706863	1.0290375638505231
-0.00055	6391440.635474558	1276.7968451468862	2.179972965515551	2752115.6158012995	4125.662613687526	1.0340309587470413
-0.0004	6384364.067525844	1282.3273059848914	2.1699704819332792	2736939.137062006	4122.357491818884	1.0390103142636546
-0.0004	6377287.499577131	1287.8340170891183	2.1599999685349958	2721827.6461152835	4119.052593268223	1.043975614787228
-0.00025	6370210.931628418	1293.3172818258176	2.150061032232556	2706780.6483999332	4115.748007031679	1.0489270732672273
-0.0001	6363134.363679705	1298.7773971573217	2.1401538424039996	2691797.746700415	4112.443744270383	1.0538649976358616
5e-05	6356057.795730991	1304.2146538297195	2.1302781875262125	2676879.074853214	4109.139810855471	1.058789421540952
0.0002	6348981.227782278	1309.6293365535155	2.1204340566089237	2662024.157540567	4105.836229854399	1.0637009154677681
0.0002	6341904.659833565	1315.0217241775997	2.1106212375343345	2647233.167210785	4102.533101161431	1.068599378315613
0.00035	6334828.091884851	1320.3920898568178	2.100840180636269	2632505.7195476596	4099.230316769065	1.0734851318136733
0.0005	6327751.5239361385	1325.7407012134313	2.091090174165197	2617841.115588215	4095.9280489232956	1.0783584353867275
0.00065	6320674.9559874255	1331.067820492745	2.081371363856097	2603240.168922399	4092.626208230923	1.0832194465656906
0.0008	6313598.388038712	1336.3737047131444	2.0716839421033506	2588702.193412373	4089.324865073848	1.0880682452287984
0.0008	6306521.820089999	1341.6586058107928	2.0620276667149944	2574226.6390436245	4086.0240620247114	1.092905224983042
0.00095	6299445.252141286	1346.9227707792256	2.05240251705628	2559813.82258883	4082.7238101560642	1.0977304378603536
0.0011	6292368.684192572	1352.166441804046	2.0428084967718596	2545463.44314104	4079.4241523298756	1.102544111618097
0.00125	6285292.116243859	1357.3898563929376	2.033245549890319	2531175.2876080517	4076.125104227973	1.1073463887665131
0.00125	6278215.548295146	1362.5932475011998	2.023713362424704	2516949.141565622	4072.8266520908414	1.1121375320259015
0.0014	6271138.980346433	1367.7768436529739	2.014212235088006	2502784.73337221	4069.5288068447785	1.1169177731418929
0.00155	6264062.412397719	1372.9408690583582	2.0047419934910464	2488682.3036532616	4066.231687315482	1.1216870616270043
0.0017	6256985.844449006	1378.0855437265661	1.9953025418413703	2474641.25647737	4062.935284242592	1.1264457261196315
0.0017	6249909.276500293	1383.2110835753058	1.9858940072370057	2460661.6013714257	4059.639626681938	1.1311938673764699
0.00185	6242832.70855158	1388.3177005365153	1.9765162079555463	2446743.252753495	4056.344680322719	1.13593161381983
0.002	6235756.140602866	1393.4056026586177	1.9671690619276594	2432885.7674599015	4053.0504741968543	1.1406592614452382
0.00215	6228679.572654153	1398.4749942054207	1.9578526810552175	2419089.1231103134	4049.7570820353344	1.1453768560832318
0.00215	6221603.00470544	1403.5260757518106	1.9485668022351663	2405353.184314319	4046.464512797848	1.1500846296228677
0.0023	6214526.436756726	1408.5590442763503	1.9393117046983819	2391678.0644440623	4043.172758474835	1.1547826211160401
0.00245	6207449.868808013	1413.5740932509095	1.9300870773101388	2378062.734327994	4039.881839775963	1.1594711059687894
0.0026	6200373.3008593	1418.5714127274512	1.9208929663767682	2364508.0099479905	4036.5918031937526	1.1641499340922294
0.0026	6193296.7329105865	1423.551189422068	1.9117292918198847	2351013.0581545574	4033.3026612669664	1.1688197308085682
0.00275	6186220.164961874	1428.5136067963829	1.9025961620263383	2337578.2735493933	4030.014443387294	1.1734802568135214
0.0029	6179143.597013161	1433.458845136419	1.8934934179042984	2324203.0703863907	4026.727152134627	1.178131805273916
0.00305	6172067.029064447	1438.3870816290253	1.884421135909556	2310887.3825240675	4023.440817251025	1.1827745152950488
0.00305	6164990.461115734	1443.2984904359494	1.875379093211729	2297630.996041473	4020.15543000872	1.187408396590264
0.0032	6157913.893167021	1448.1932427656595	1.866367489242664	2284434.0278864866	4016.8710350215156	1.1920337367099412
0.00335	6150837.325218308	1453.0715069429798	1.8573860360782588	2271295.9243025174	4013.5876197575103	1.196650531498232
0.0035	6143760.757269594	1457.9334484766339	1.848434922089642	2258216.9248761376	4010.3052814416633	1.2012589091140329
0.0035	6136684.189320881	1462.7792301247634	1.839514068992419	2245196.634670659	4007.0239392558597	1.2058591405643375
0.00365	6129607.621372168	1467.6090119585058	1.8306234860176698	2232234.977898314	4003.7436431568126	1.2104512276564348
0.0038	6122531.053423454	1472.4229514236897	1.8217629318650859	2219331.6823966075	4000.464435955366	1.2150353381212289
0.0038	6115454.485474741	1477.2212034007214	1.81293264171327	2206486.8997065523	3997.1863263558857	1.2196114794657906
0.00395	6108377.917526028	1482.0039202627304	1.8041323243772933	2193699.9036809793	3993.909297464757	1.224179964619533
0.0041	6101301.349577315	1486.771251932027	1.7953621297614073	2180971.2323177257	3990.6334151402916	1.228740594948657
0.00425	6094224.781628601	1491.5233459349388	1.786622079117568	2168300.1694420637	3987.358641977523	1.2332939441037791
0.00425	6087148.213679888	1496.2603474550747	1.777911851208099	2155686.7845230405	3984.0849954263085	1.2378398357112823
0.0044	6080071.645731175	1500.982399385085	1.769231784221417	2143130.9799101325	3980.812464612917	1.2423783257660608
0.00455	6072995.077782461	1505.6896423769524	1.7605817660744418	2130632.7039637496	3977.5411577050845	1.2469094689718607
0.00455	6065918.509833748	1510.3822148908735	1.7519615798011143	2118191.4091602936	3974.2710312258187	1.2514336952548983
0.0047	6058841.9418850355	1515.0602532427833	1.743371349395197	2105807.337390912	3971.0021014781028	1.2559507089161877
0.00485	6051765.373936322	1519.723891650557	1.7348110823336775	2093480.4480742614	3967.7344225898582	1.260460871325857
0.005	6044688.805987609	1524.3732622789407	1.7262804955362803	2081209.862228569	3964.4679095940764	1.2649643010066778
0.005	6037612.238038896	1529.0084952832558	1.717779877596619	2068996.1472788507	3961.202651657165	1.2694609047658703
0.00515	6030535.670090182	1533.6297188519118	1.7093090479706796	2056838.8401584306	3957.9386372074173	1.2739508972330944
0.0053	6023459.102141469	1538.2370592477675	1.7008679482176703	2044737.9322116277	3954.675888781688	1.2784344230080247
0.0053	6016382.534192756	1542.8306408483875	1.6924566768490528	2032692.9302133322	3951.4143635237515	1.2829115327532763
0.00545	6009305.966244043	1547.4105861852154	1.6840750251124752	2020704.1691248033	3948.1541175401926	1.2873823326676186
0.0056	6002229.398295329	1551.9770159817122	1.6757232141607314	2008771.3285448137	3944.89517828121	1.2918467424832922
0.00575	5995152.830346616	1556.5300491904825	1.6674010613937142	1996894.1623009816	3941.637563471906	1.2963049860729772
0.00575	5988076.262397903	1561.0698030294327	1.6591085659845082	1985072.4778317718	3938.381233469434	1.3007571582361177
0.0059	5980999.69444919	1565.5963930169798	1.6508457644827381	1973306.3717077053	3935.1262106082227	1.3052034169941709
0.00605	5973923.126500476	1570.1099330063503	1.6426123650067632	1961595.4245464373	3931.8725253897296	1.3096437688249658
0.00605	5966846.558551763	1574.610535218989	1.6344086968720735	1949939.7114126652	3928.6201720853337	1.3140782264459345
0.0062	5959769.99060305	1579.0983102771206	1.6262345054537755	1938338.9369616192	3925.3691692063794	1.3185069870400565
0.00635	5952693.422654336	1583.5733672354702	1.6180898151061396	1926792.756812935	3922.1194717376998	1.322930144643882
0.00635	5945616.854705623	1588.035813612184	1.609974652336402	1915301.5139805556	3918.8711858223182	1.3273475759447708
0.0065	5938540.28675691	1592.485755418973	1.6018889114553758	1903864.6527702915	3915.6242741197757	1.3317596374759926
0.00665	5931463.7188081965	1596.9232971904958	1.5938326302565178	1892482.2382759892	3912.378735395799	1.3361661407964711
0.0068	5924387.1508594835	1601.3485420130094	1.5858057058074626	1881154.040964634	3909.1345402062634	1.3405673709994146
0.0068	5917310.582910771	1605.761591552313	1.5778081756929467	1869879.7064931332	3905.891751965913	1.3449633618161703
0.00695	5910234.014962057	1610.1625460809987	1.5698400192999646	1858659.4813141378	3902.650398897107	1.3493539901481189
0.0071	5903157.447013344	1614.5515045050345	1.5619011454387597	1847492.92834207	3899.41041334581	1.3537396417734218
0.0071	5896080.879064631	1618.9285643897003	1.5539915851562531	1836380.184709428	3896.1718598736416	1.3581201938742402
0.00725	5889004.311115917	1623.2938219848938	1.5461111718625056	1825320.6152248601	3892.9346954211615	1.3624958614219942
0.0074	5881927.743167204	1627.6473722498217	1.538260092145651	1814314.5683276872	3889.6990437109157	1.3668664197868863
0.0074	5874851.175218491	1631.9893088771066	1.5304381641612856	1803361.5520457907	3886.4647507068726	1.3712322238341113
0.00755	5867774.607269778	1636.319724316309	1.5226452425741208	1792461.4152038142	3883.231875357705	1.3755932602452174
0.0077	5860698.039321065	1640.6387097968973	1.5148815520365453	1781614.3007522675	3880.000481611631	1.379949620381592
0.00785	5853621.471372351	1644.946355350671	1.5071469099799537	1770819.661349085	3876.7705163141636	1.3843014343014444
0.00785	5846544.903423638	1649.2427498336567	1.499441324841677	1760077.68331871	3873.542001795362	1.3886485364334364
0.008	5839468.335474925	1653.5279809474976	1.4917647133524556	1749387.9749958129	3870.3149819388223	1.3929910376305725
0.00815	5832391.767526211	1657.8021352603378	1.4841171834487779	1738750.5954219988	3867.089456814315	1.3973291994203743
0.00815	5825315.199577498	1662.065298227227	1.4764984985849183	1728165.1732191506	3863.8653540719442	1.401663004272087
0.0083	5818238.631628785	1666.3175542100573	1.468908640581427	1717631.671454504	3860.642707446305	1.4059925074365964
0.00845	5811162.063680071	1670.5589864970393	1.4613477543869406	1707149.9355353015	3857.421601079907	1.4103177205568702
0.00845	5804085.495731358	1674.7896773217349	1.4538156137797251	1696719.6374914674	3854.201947211829	1.4146388093100253
0.0086	5797008.927782645	1679.009707881663	1.4463123474715853	1686340.9511058554	3850.9838123701584	1.4189556134453283
0.00875	5789932.359833932	1683.2191583564793	1.438837755959727	1676013.4080879083	3847.767187831646	1.4232684272060852
0.00875	5782855.791885219	1687.4181079257507	1.4313918418585412	1665736.9337357997	3844.5520026910276	1.4275772936507793
0.0089	5775779.223936506	1691.6066347863343	1.4239746992772717	1655511.4796053532	3841.338371641021	1.4318821375289892
0.00905	5768702.655987792	1695.784816169367	1.4165860430730937	1645336.7767251104	3838.1262383075486	1.4361830564555407
0.0092	5761626.088039079	1699.95272835688	1.4092260612389982	1635212.7123985877	3834.9156228470224	1.4404801645740013
0.0092	5754549.520090366	1704.1104466980496	1.4018945252971218	1625139.0280316663	3831.7065058717053	1.4447735040113487
0.00935	5747472.952141652	1708.2580456250905	1.394591545606617	1615115.6184330797	3828.4989384790706	1.4490631268167313
0.0095	5740396.384192939	1712.3955986688006	1.3873170541644178	1605142.533850467	3825.292884535295	1.4533489563956283
0.0095	5733319.816244226	1716.5231784737734	1.3800709104205302	1595219.249395041	3822.0883632015334	1.4576312906361788
0.00965	5726243.248295513	1720.640856813278	1.372853125007877	1585345.7841908839	3818.885372457672	1.4619101403127652
0.0098	5719166.6803468	1724.7487046038207	1.3656637257604844	1575522.0603419067	3815.6839225062267	1.4661853006452532
0.0098	5712090.112398086	1728.8467919193954	1.3585025582833639	1565747.728687851	3812.484008425469	1.4704571048198094
0.00995	5705013.544449373	1732.935188005429	1.3513696279989722	1556022.7778683824	3809.2856641130575	1.4747253901082495
0.0101	5697936.97650066	1737.0139612924352	1.3442648662448606	1546346.9759316396	3806.0888283109093	1.478990394936769
0.01025	5690860.408551946	1741.0831794093772	1.3371882296482873	1536720.1848381609	3802.8935548512254	1.4832520754136107
0.01025	5683783.840603233	1745.1429091967486	1.3301396663231575	1527142.1470736505	3799.6998084747543	1.4875106179959636
0.0104	5676707.27265452	1749.1932167193872	1.3231191561351647	1517612.851901675	3796.5076077403455	1.49176589751443
0.01055	5669630.704705806	1753.234167279016	1.3161266786016539	1508132.0508545719	3793.3169971991415	1.4960179359884154
0.01055	5662554.1367570935	1757.2658254265264	1.3091620927886165	1498699.6049712393	3790.1279120484533	1.5002669501760497
0.0107	5655477.5688083805	1761.288254974011	1.3022254009329495	1489315.2189151528	3786.940369923472	1.5045130306775676
0.01085	5648401.000859667	1765.3015190065476	1.2953165923679693	1479979.0330398045	3783.7544102044235	1.508755865438155
0.01085	5641324.432910954	1769.3056798937403	1.288435602444067	1470690.5921038045	3780.570007442039	1.5129958923688196
0.011	5634247.864962241	1773.3007993010312	1.2815822915655006	1461449.7720260683	3777.3871615580615	1.517232966839289
0.01115	5627171.297013527	1777.2869382007802	1.274756745768696	1452256.6384150323	3774.2058406198644	1.5214671902209291
0.01115	5620094.729064814	1781.2641568831193	1.2679587951328757	1443110.7464045933	3771.026087213896	1.5256986220684066
0.0113	5613018.161116101	1785.2325149665955	1.2611884945001446	1434012.1078729758	3767.847910227718	1.5299271940543575
0.01145	5605941.593167388	1789.192071408596	1.254445703051322	1424960.4004793384	3764.671270748002	1.5341531747160992
0.0116	5598865.025218674	1793.1428845155674	1.2477303701325473	1415955.6048636367	3761.4961910791176	1.5383762263787253
0.0116	5591788.457269961	1797.0850119530337	1.2410425328649313	1406997.5607543841	3758.322659323301	1.5425968729790622
0.01175	5584711.889321248	1801.0185107554173	1.234382097657167	1398085.9528133306	3755.1506874480715	1.546814786824446
0.0119	5577635.321372535	1804.9434373356655	1.2277489963284032	1389220.8042924034	3751.98028738066	1.5510301665401747
0.0119	5570558.753423821	1808.8598474946907	1.2211431180501857	1380401.7894950833	3748.81138350603	1.5552431678158636
0.01205	5563482.185475108	1812.7677964306242	1.2145645351704415	1371628.8461309331	3745.644062239354	1.5594535440802908
0.0122	5556405.617526395	1816.6673387478972	1.2080130942552005	1362901.752908266	3742.4782772568215	1.5636615854620015
0.0122	5549329.049577681	1820.5585284661395	1.201488799229702	1354220.3830147618	3739.3140317992775	1.5678672003055074
0.01235	5542252.481628968	1824.4414190289094	1.1949915826222774	1345584.5200541974	3736.151322137669	1.5720703997693097
0.0125	5535175.913680255	1828.3160633122618	1.1885213730551263	1336994.0498488857	3732.990135212326	1.5762714254824244
0.01265	5528099.3457315415	1832.1825136331463	1.182078088469444	1328448.791107885	3729.830476244783	1.5804701145498656
0.01265	5521022.777782829	1836.0408217576482	1.1756617639747913	1319948.6029685065	3726.672348269952	1.5846665937086317
0.0128	5513946.209834116	1839.8910389090781	1.169272276019545	1311493.2566877096	3723.515724186241	1.5888609931743103
0.01295	5506869.641885402	1843.7332157759035	1.16290957871253	1303082.6238309043	3720.360622676921	1.5930530876423932
0.01295	5499793.073936689	1847.5674025195347	1.156573670759623	1294716.6504807556	3717.207048730996	1.5972430219964762
0.0131	5492716.505987976	1851.3936487819672	1.150264385208264	1286394.928925513	3714.0549325203056	1.6014310775804883
0.01325	5485639.938039262	1855.2120036932797	1.1439817754991863	1278117.5249726688	3710.904350471934	1.6056169494808699
0.0134	5478563.370090549	1859.0225158789929	1.1377257550434339	1269884.1464830828	3707.755245161779	1.609800843055582
0.0134	5471486.802141836	1862.825233467296	1.1314962618458404	1261694.7261739126	3704.607616288977	1.6139827666323532
0.01355	5464410.234193123	1866.620204096139	1.1252931485823285	1253548.904249961	3701.461417878114	1.6181629064539422
0.0137	5457333.66624441	1870.4074749201943	1.119116527060669	1245446.7436236893	3698.316736717114	1.6223410336855948
0.0137	5450257.098295696	1874.1870926176941	1.1129662023094928	1237387.945381942	3695.1734962634428	1.6265173564443853
0.01385	5443180.530346983	1877.9591033971403	1.106842223811291	1229372.4463259499	3692.0317171571214	1.6306917828098701
0.014	5436103.96239827	1881.723553003899	1.1007445071991255	1221399.9987675722	3688.891338374465	1.6348644780430874
0.01415	5429027.394449556	1885.4804867266712	1.0946728683617708	1213470.3546134287	3685.7523868465996	1.6390355099371676
0.01415	5421950.826500843	1889.2299494038493	1.0886274553212814	1205583.58668466	3682.614877195671	1.6432046379099672
0.0143	5414874.25855213	1892.9719854297625	1.0826080215923946	1197739.3680435582	3679.478735112729	1.6473722104609618
