x positions (m)	Enthalpy values (J/kg)	Velocity values (m/s)	Density values (kg/m^3)	Pressure (Pa)	Temperature (K)	Mach number values
-0.0172	5332843.8382486785	1935.8212154609735	1.01471522317734	1109864.523704995	3643.2235662434687	1.6955691412487328
-0.0172	7019175.538451639	612.1604183732233	3.2055084106158276	4385229.848952268	4415.948639675079	0.4760534402341254
-0.0175	5311224.201066589	1946.9573833530562	0.9973919676317095	1087621.815361677	3633.696599526039	1.70824099050235
-0.01765	7026382.084179002	600.272676679652	3.2190415905823415	4407670.3737304285	4419.208523637939	0.46660018048950846
-0.0178	5289604.5638844995	1958.0302160480462	0.9803033788173292	1065752.8989610714	3624.180525771881	1.720901439013128
-0.01795	5275191.472429774	1965.3774471756335	0.9690404807140144	1051379.000403038	3617.8421776035843	1.7293358477604848
-0.0181	5267984.926702411	1969.0407820361	0.963447676885698	1044253.1699225428	3614.674660729341	1.7335514008514599
-0.01825	5253571.835247684	1976.3470809123555	0.9523390251558386	1030122.7950611534	3608.3427795682414	1.7419793950403473
-0.0184	5246365.289520321	1979.9901200979552	0.9468230961880949	1023117.9749962892	3605.1784108746865	1.7461917174795636
-0.0187	5224745.652338232	1990.8792404487253	0.9304278995826977	1002342.8432122214	3595.6910419647093	1.7588229732163327
-0.01885	5217539.106610869	1994.4957361459612	0.9250135111151271	995497.0242081856	3592.530419363435	1.7630314978023247
-0.01915	5188712.923701417	2008.8966143939126	0.9036074128136223	968505.2954950018	3579.8963510160615	1.7798570468343116
-0.0193	5181506.377974054	2012.4807325234322	0.8983184782708357	961854.4346991073	3576.739768166859	1.784061378479073
-0.0196	5159886.740791964	2023.194991379286	0.8826006715911102	942132.1611116753	3567.274178081673	1.7966697445772752
-0.01975	5152680.1950646015	2026.7538243696383	0.87741084920432	935634.2523725912	3564.120200568883	1.8008712337522812
-0.0199	7062414.812815817	536.9002040365822	3.2873720604711933	4521287.203659834	4435.475820298981	0.416409389132365
-0.02005	5131060.557882512	2037.3930251576728	0.8619888830336327	916366.9114469113	3554.6615565130533	1.8134714246692947
-0.0202	5123854.012155149	2040.9271007108166	0.856897174276598	910019.3639655389	3551.509627924292	1.817670121736451
-0.02035	5109440.920700423	2047.9769562486076	0.8467866817283425	897435.5505808176	3545.2069070843518	1.8260661224781771
-0.02065	5087821.283518333	2058.506470159735	0.8318023650954414	878835.6732058052	3535.75508980941	1.838656046820538
-0.02095	5066201.646336244	2068.9823977147967	0.8170340843837738	860562.9554199172	3526.3048770784185	1.8512417112565207
-0.0211	5058995.100608882	2072.462606057922	0.8121589933226296	854543.946323689	3523.154920879995	1.8554361638155197
-0.0214	5037375.463426792	2082.868341463899	0.797675893403145	836700.4891982274	3513.7048243326703	1.868017056866238
-0.02155	7084034.449997907	494.9975300244887	3.328905035405063	4590597.409835369	4445.21016240208	0.38339777888312426
-0.0217	5015755.826244703	2093.2223489722137	0.7834044751128911	819173.8695521317	3504.253142222892	1.8805950689783275
-0.02215	4986929.643335251	2106.948544235396	0.7647019057055064	796290.381922882	3491.6457926504695	1.8973621791046758
-0.0223	4979723.097607887	2110.366143471408	0.7600840255593098	790655.1240115671	3488.4926674349695	1.9015534486469203
-0.02275	4943690.368971072	2127.3717862150975	0.7373375600578566	762984.3564130731	3472.7160059150133	1.9225079803948848
-0.0229	4936483.823243709	2130.7566281109484	0.7328563776520994	757550.2175468783	3469.55800094097	1.92669857355341
-0.0229	7098447.541452632	464.96921599272906	3.3568180121778597	4637283.595408013	4451.688798802828	0.35981930490363845
-0.0232	4914864.18606162	2140.8790443654025	0.719547725490967	741444.9930487552	3460.0775241034885	1.9392703276709196
-0.02335	4907657.640334256	2144.24256418383	0.7151562383587587	736141.777704944	3456.9149276895246	1.943460995008819
-0.0235	4893244.54887953	2150.953824926769	0.7064399526681806	725632.2057508328	3450.5856664303137	1.9518424199228341
-0.02365	4886038.003152167	2154.3016150070125	0.702115000026529	720425.561658613	3447.4188530826373	1.9560331218763378
-0.02395	4864418.365970078	2164.313915028502	0.6892720529191487	704996.1979421732	3437.9087600934345	1.9686064158911092
-0.0241	4857211.820242715	2167.6410713586156	0.6850347993525547	699916.099654786	3434.7352286865157	1.9727977869346511
-0.02425	4850005.274515352	2170.963128589579	0.6808193029864307	694867.2609049516	3431.559847608495	1.9769893002665686
-0.0244	4835592.183060626	2177.5920390662955	0.6724532391150392	684862.7334113591	3425.2031094151425	1.9853730770789886
-0.0244	7112860.632907359	432.8627830057001	3.384913115830622	4684359.941377059	4458.158833920149	0.33467591149865666
-0.02485	4806766.000151174	2190.7896874012827	0.6559788445064707	665222.0001644727	3412.463544145326	2.0021440122334826
-0.025	4797953.882308252	2194.808349289216	0.6510106815546335	659314.7035908172	3408.5615061876947	2.0072718787376034
-0.025	4799559.45442381	2194.0766955324366	0.6519135274702745	660387.6805687865	3409.2727446569565	2.006337535042751
0.00035	6334553.694352146	1320.5998886952343	2.100461460000723	2631936.0155904717	4099.102277213415	1.0736742218129671
0.00035	6521923.883263586	1170.1468660809144	2.370181540179736	3043788.5142825907	4186.6125081768305	0.9393846634743873
0.00065	6320140.6028974205	1331.469206903155	2.0806389355633312	2602140.3818205143	4092.376947736331	1.0835858037872867
0.0008	6312934.057170057	1336.870726879022	2.070776131717596	2587340.321095888	4089.014939814404	1.088522795140034
0.00125	6284107.874260604	1358.262016771782	2.031648073418125	2528790.1091425465	4075.573019863969	1.1081489944431835
0.0014	6276901.3285332415	1363.557405340778	2.0219464874447843	2514313.9628404113	4072.2141275606336	1.1130260889910175
0.00155	6579576.249082491	1119.7941581206683	2.457797712762761	3180038.8168351515	4213.514738506871	0.8955437318137957
0.0017	6255281.691351152	1379.3215984765313	1.9930340778044493	2471269.1338015413	4062.141573116453	1.1275900104999264
0.0017	6586782.794809854	1113.339959359427	2.468907860925756	3197398.385238238	4216.874923894727	0.8899606044142805
0.00185	6248075.145623789	1384.5364435357342	1.9834605334678281	2457048.341228899	4058.7855372817826	1.1324228041593831
0.00185	6593989.340537217	1106.8481258292497	2.4800536958646444	3214832.148926691	4220.234353785989	0.8843528332006432
0.002	6601195.88626458	1100.3179913993033	2.491234864921163	3232339.280285125	4223.5929955563015	0.878720371377667
0.00215	6226455.5084417	1400.064440603631	1.9549309897057976	2414765.5679054875	4048.72220871207	1.1468573640637791
0.00215	6608402.431991943	1093.7488700530262	2.502451954268483	3249921.0722318455	4226.950856844614	0.8730622381074084
0.0023	6219248.962714337	1405.2023090279506	1.9454846671381025	2400797.3365668054	4045.369406625803	1.1516483698726583
0.0023	6615608.977719306	1087.1400550469777	2.5137048830840567	3267577.3474307726	4230.3078763845415	0.8673780699971363
0.00245	6622815.52344667	1080.490818023373	2.5249939678120312	3285308.9453005116	4233.6641011616775	0.8616672976240048
0.0026	6197629.325532248	1420.5044187406322	1.9173361217798193	2359268.227616524	4035.316329111763	1.1659617355123648
0.0026	6630022.069174033	1073.8004080731635	2.53631902405107	3303115.6516889725	4237.01942048624	0.8559293757409018
0.00275	6190422.779804884	1425.5686216792192	1.9080165109293976	2345549.758451482	4031.9671189556448	1.1707135272147526
0.00275	6637228.6149013955	1067.0680507462337	2.5476802830012932	3320997.843393579	4240.3737026013405	0.8501639030965032
0.0029	6644435.160628758	1060.292947005044	2.559078267358157	3338956.2181983003	4243.727091022167	0.8443697660262816
0.00305	6168803.142622795	1440.654424031165	1.8802469750663156	2304765.9858534853	4021.9253823319464	1.1849127717287575
0.00305	6651641.706356122	1053.4742721176979	2.57051257445914	3356990.3496825616	4247.079527021621	0.8385467552378135
0.0032	6161596.596895432	1445.6480418605677	1.8710534704112332	2291294.5249968735	4018.5801632227067	1.189627629655703
0.0035	6139976.9597133435	1460.5264582675215	1.843661301117227	2251247.701889529	4008.5506462805347	1.2037196124753868
0.0038	6118357.322531254	1475.2548287206687	1.8165512169971938	2211748.824577093	3998.530932790869	1.217735226164004
0.00395	6111150.776803891	1480.131717489486	1.8075770390211263	2198703.5078677847	3995.193269478649	1.2223907359334856
0.00425	6089531.139621802	1494.6669112155237	1.7808415513422091	2159927.779428222	3985.1871759549163	1.23630984097634
0.00425	6702087.526447663	1004.4483071969565	2.651586867838344	3485387.1410139096	4270.514424832026	0.7969177583386994
0.0044	6082324.593894439	1499.48066574307	1.7719920959390216	2147122.1992180753	3981.854196979647	1.2409340458968152
0.0044	6709294.072175026	997.2478680729811	2.6633184674071644	3504041.432902389	4273.857343561623	0.7908378366162715
0.00455	6067911.502439712	1509.0621093403456	1.7543863235808328	2121689.558914148	3975.19192243842	1.250160141886669
0.00455	6716500.61790239	989.9950600489774	2.675087653966154	3522774.623575666	4277.198879709169	0.784722248701558
0.0047	6060704.956712349	1513.8300899709516	1.7456299580735901	2109062.192708051	3971.8625884253665	1.25476214080498
0.0047	6723707.163629753	982.6887235878168	2.686895012864986	3541587.02696387	4280.539082750771	0.7785700392306333
0.005	6039085.31953026	1528.0447688682548	1.7195469153595924	2071533.8455409724	3961.8822532120557	1.2685254030463422
0.00515	6031878.773802897	1532.7537007361502	1.7109144652146033	2059141.8631769652	3958.558034520315	1.2730991433212648
0.0053	6017465.682348171	1542.1284285135966	1.693742241424464	2034532.941931531	3951.913468456479	1.2822266363224415
0.0053	6745326.800811842	960.4362826874428	2.7225458271868894	3598502.734746913	4290.550898960672	0.7598853297046455
0.00545	6010259.136620807	1546.7944858592375	1.6852023358087946	2022315.7488179787	3948.5931690004563	1.2867804120052693
0.00545	6752533.346539205	952.903332792864	2.734506479581777	3617635.8347718846	4293.885203109477	0.7535777279683634
0.0056	6759739.892266568	945.3103565459453	2.746505649892285	3636849.1702790456	4297.2178892304355	0.7472286385612763
0.00575	5988639.499438718	1560.7089593670953	1.659767528239689	1986011.4285684251	3938.640357357795	1.3004030358970584
0.00605	5974226.407983992	1569.9167617291603	1.6429646863499219	1962096.199206771	3932.0119231865656	1.3094535434311083
0.00605	6774152.983721294	929.9384319854562	2.7706206936450126	3675520.0589856957	4303.878531560291	0.7344017006272908
0.00635	5952606.770801903	1583.628085480411	1.6179902530860808	1926651.7313344132	3922.07970846787	1.3229842326730927
0.0065	6788566.07517602	914.308101448367	2.7948925927758856	3714518.682271177	4310.532519473714	0.7213950165235615
0.00665	5930987.133619814	1597.2217089328988	1.5932911697948227	1891717.6320170758	3912.160233709099	1.3364626372299184
0.00665	6795772.620903383	906.3918649896366	2.8070876308142805	3734141.5263411747	4313.857004819919	0.7148211964499116
0.0068	5923780.58789245	1601.7272798267677	1.5851191108339713	1880185.5328964232	3908.856552078452	1.3409443108445596
0.00695	5909367.496437725	1610.7006121097454	1.5688663829991658	1857289.3707531337	3902.2535964649655	1.3498913156692955
0.0071	5902160.950710362	1615.1685835557334	1.5607855984128929	1845924.9234591885	3898.954309938904	1.354356832728286
0.0071	6810185.71235811	890.3482633272996	2.831596896598451	3773636.5743212416	4320.500667629961	0.7015257246971511
0.00725	5887747.859255635	1624.0676513664348	1.5447151311573888	1823362.7620290841	3892.3601371949417	1.3632720577646875
0.00725	6817392.2580854725	882.2170586398863	2.8439109042630912	3793508.980245529	4323.819744469855	0.6948012353841606
0.0074	5880541.313528272	1628.4989492381053	1.53672529130447	1812164.415772987	3889.065235315047	1.367722136603207
0.0077	5858921.676346183	1641.7210792439112	1.5129372294842751	1778899.620445448	3879.1895350764394	1.3810424700146338
0.0077	6831805.349540199	865.7255660114002	2.868660072387343	3833506.296785779	4330.452482314404	0.681190813780737
0.008	5837302.039164094	1654.8375679800024	1.489420588248456	1746126.1334789088	3869.327412948678	1.3943196367265507
0.00815	5830095.4934367305	1659.1866886678836	1.4816417887519817	1735310.068544974	3866.043111004529	1.398735951201725
0.00815	6846218.440994925	848.9137604823637	2.8935707607097556	3873841.6857757755	4337.077721140211	0.667353874610658
0.0083	5815682.401982005	1667.8509078338352	1.4661741668836095	1713839.4012039595	3859.479012697383	1.4075553656713875
0.00845	5808475.856254641	1672.1661825957597	1.4584851986219587	1703184.5202933582	3856.1992556373366	1.4119584887435699
0.0086	5794062.764799915	1680.7634947030256	1.44319690048753	1682035.0397591775	3849.6444332141673	1.420751759465361
0.0086	6860631.5324496515	831.7622195236177	2.918644019441915	3914518.109055969	4343.695287223518	0.6532759091211221
0.00875	5786856.219072552	1685.0457016297964	1.435597538691563	1671540.025836178	3846.3693827857473	1.4251419430759273
0.00905	5772443.127617827	1693.577633145438	1.4204878931537626	1650708.5256285376	3839.823913021993	1.4339101881497751
0.0092	5758030.0361631	1702.0667972791073	1.4054969510451405	1630087.3128907457	3833.284686013827	1.4426622981758215
0.00935	5750823.490435737	1706.2955411811529	1.3980457754469866	1619855.1786009227	3830.017460637913	1.4470325313390446
0.00935	6882251.16963174	805.3503060548729	2.9565621048475323	3976178.6561584356	4353.606923477503	0.6316705193571786
0.0095	5736410.398981011	1714.7217432470309	1.383232081606886	1599546.918133465	3823.4877116326406	1.455761510235524
0.00965	5729203.853253648	1718.9193547746393	1.375869341045462	1589470.4517418398	3820.225208829861	1.4601204304679805
0.00965	6889457.715359103	796.3516961794907	2.9692837466547783	3996905.615728572	4356.906736415375	0.6243295407060856
0.0098	5714790.761798922	1727.2839752421469	1.3612321891137529	1569472.149050306	3813.7050393834334	1.468827138943665
0.00995	5707584.216071558	1731.4511320228016	1.3539574954440972	1559549.790952774	3810.4473263029236	1.4731752082055634
0.01025	5685964.578889469	1743.8928570721368	1.332308762047183	1530088.5645517448	3800.6838205538716	1.48619865226784
0.0104	6911077.352541192	768.7241050232345	3.007699262444748	4059611.054074867	4366.794174930013	0.6018521653751113
0.01055	5664344.94170738	1756.2464437861213	1.3109219034884767	1501081.9918833806	3790.9347912561507	1.499191997664679
0.0107	6918283.898268555	759.2915501894165	3.0205877680886233	4080688.3452884667	4370.085739503185	0.5941987264918898
0.01085	5642725.304525291	1768.513739182022	1.2897955446626748	1472525.5013171793	3781.20022900927	1.5121567817285242
